areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate
E09000032,Wandsworth,utla,2021-01-17,522.6
E09000033,Westminster,utla,2021-01-17,432.4
E10000034,Worcestershire,utla,2021-01-17,522.3
S12000013,Na h-Eileanan Siar,utla,2021-01-17,164.7
S12000029,South Lanarkshire,utla,2021-01-17,254.9
S12000045,East Dunbartonshire,utla,2021-01-17,243.9
W06000023,Powys,utla,2021-01-17,189.5
E06000003,Redcar and Cleveland,utla,2021-01-16,399.6
E06000014,York,utla,2021-01-16,424.5
E06000050,Cheshire West and Chester,utla,2021-01-16,420.9
E08000001,Bolton,utla,2021-01-16,387.8
E08000016,Barnsley,utla,2021-01-16,238.6
E08000031,Wolverhampton,utla,2021-01-16,884.4
E08000032,Bradford,utla,2021-01-16,272.1
E09000018,Hounslow,utla,2021-01-16,933.3
E09000032,Wandsworth,utla,2021-01-16,542.3
E09000033,Westminster,utla,2021-01-16,450.4
E10000034,Worcestershire,utla,2021-01-16,531.9
S12000013,Na h-Eileanan Siar,utla,2021-01-16,157.2
S12000029,South Lanarkshire,utla,2021-01-16,253.0
S12000045,East Dunbartonshire,utla,2021-01-16,243.0
W06000023,Powys,utla,2021-01-16,190.3
E06000003,Redcar and Cleveland,utla,2021-01-15,398.1
E06000014,York,utla,2021-01-15,456.3
E06000050,Cheshire West and Chester,utla,2021-01-15,439.9
E08000001,Bolton,utla,2021-01-15,390.9
E08000016,Barnsley,utla,2021-01-15,234.5
E08000031,Wolverhampton,utla,2021-01-15,893.1
E08000032,Bradford,utla,2021-01-15,271.4
E09000018,Hounslow,utla,2021-01-15,935.5
E09000032,Wandsworth,utla,2021-01-15,567.5
E09000033,Westminster,utla,2021-01-15,472.2
E10000034,Worcestershire,utla,2021-01-15,530.2
S12000013,Na h-Eileanan Siar,utla,2021-01-15,108.5
S12000029,South Lanarkshire,utla,2021-01-15,256.5
S12000045,East Dunbartonshire,utla,2021-01-15,258.7
W06000023,Powys,utla,2021-01-15,198.6
E06000003,Redcar and Cleveland,utla,2021-01-14,390.8
E06000014,York,utla,2021-01-14,487.1
E06000050,Cheshire West and Chester,utla,2021-01-14,451.8
E08000001,Bolton,utla,2021-01-14,387.1
E08000016,Barnsley,utla,2021-01-14,214.3
E08000031,Wolverhampton,utla,2021-01-14,886.2
E08000032,Bradford,utla,2021-01-14,260.8
E09000018,Hounslow,utla,2021-01-14,947.6
E09000032,Wandsworth,utla,2021-01-14,592.4
E09000033,Westminster,utla,2021-01-14,487.5
E10000034,Worcestershire,utla,2021-01-14,537.6
S12000013,Na h-Eileanan Siar,utla,2021-01-14,101.0
S12000029,South Lanarkshire,utla,2021-01-14,263.3
S12000045,East Dunbartonshire,utla,2021-01-14,270.6
W06000023,Powys,utla,2021-01-14,210.7
E06000003,Redcar and Cleveland,utla,2021-01-13,409.0
E06000014,York,utla,2021-01-13,513.7
E06000050,Cheshire West and Chester,utla,2021-01-13,465.8
E08000001,Bolton,utla,2021-01-13,382.5
E08000016,Barnsley,utla,2021-01-13,231.7
E08000031,Wolverhampton,utla,2021-01-13,890.8
E08000032,Bradford,utla,2021-01-13,287.3
E09000018,Hounslow,utla,2021-01-13,950.2
E09000032,Wandsworth,utla,2021-01-13,604.2
E09000033,Westminster,utla,2021-01-13,499.8
E10000034,Worcestershire,utla,2021-01-13,540.5
S12000013,Na h-Eileanan Siar,utla,2021-01-13,48.7
S12000029,South Lanarkshire,utla,2021-01-13,267.1
S12000045,East Dunbartonshire,utla,2021-01-13,288.1
W06000023,Powys,utla,2021-01-13,212.2
E06000003,Redcar and Cleveland,utla,2021-01-12,402.5
E06000014,York,utla,2021-01-12,550.3
E06000050,Cheshire West and Chester,utla,2021-01-12,471.9
E08000001,Bolton,utla,2021-01-12,381.5
E08000016,Barnsley,utla,2021-01-12,238.2
E08000031,Wolverhampton,utla,2021-01-12,915.1
E08000032,Bradford,utla,2021-01-12,287.0
E09000018,Hounslow,utla,2021-01-12,980.0
E09000032,Wandsworth,utla,2021-01-12,632.4
E09000033,Westminster,utla,2021-01-12,514.7
E10000034,Worcestershire,utla,2021-01-12,535.6
S12000013,Na h-Eileanan Siar,utla,2021-01-12,26.2
S12000029,South Lanarkshire,utla,2021-01-12,287.6
S12000045,East Dunbartonshire,utla,2021-01-12,301.9
W06000023,Powys,utla,2021-01-12,191.0
E06000003,Redcar and Cleveland,utla,2021-01-11,406.1
E06000014,York,utla,2021-01-11,581.6
E06000050,Cheshire West and Chester,utla,2021-01-11,494.1
E08000001,Bolton,utla,2021-01-11,386.4
E08000016,Barnsley,utla,2021-01-11,237.0
E08000031,Wolverhampton,utla,2021-01-11,912.8
E08000032,Bradford,utla,2021-01-11,283.6
E09000018,Hounslow,utla,2021-01-11,1030.1
E09000032,Wandsworth,utla,2021-01-11,674.0
E09000033,Westminster,utla,2021-01-11,546.8
E10000034,Worcestershire,utla,2021-01-11,535.9
S12000013,Na h-Eileanan Siar,utla,2021-01-11,29.9
S12000029,South Lanarkshire,utla,2021-01-11,309.2
S12000045,East Dunbartonshire,utla,2021-01-11,295.5
W06000023,Powys,utla,2021-01-11,201.6
E06000003,Redcar and Cleveland,utla,2021-01-10,414.9
E06000014,York,utla,2021-01-10,603.9
E06000050,Cheshire West and Chester,utla,2021-01-10,505.4
E08000001,Bolton,utla,2021-01-10,382.5
E08000016,Barnsley,utla,2021-01-10,238.2
E08000031,Wolverhampton,utla,2021-01-10,952.3
E08000032,Bradford,utla,2021-01-10,288.1
E09000018,Hounslow,utla,2021-01-10,1058.8
E09000032,Wandsworth,utla,2021-01-10,735.0
E09000033,Westminster,utla,2021-01-10,579.4
E10000034,Worcestershire,utla,2021-01-10,556.9
S12000013,Na h-Eileanan Siar,utla,2021-01-10,26.2
S12000029,South Lanarkshire,utla,2021-01-10,306.7
S12000045,East Dunbartonshire,utla,2021-01-10,297.3
W06000023,Powys,utla,2021-01-10,200.9
E06000003,Redcar and Cleveland,utla,2021-01-09,461.5
E06000014,York,utla,2021-01-09,657.6
E06000050,Cheshire West and Chester,utla,2021-01-09,535.2
E08000001,Bolton,utla,2021-01-09,385.7
E08000016,Barnsley,utla,2021-01-09,245.9
E08000031,Wolverhampton,utla,2021-01-09,998.3
E08000032,Bradford,utla,2021-01-09,292.9
E09000018,Hounslow,utla,2021-01-09,1111.9
E09000032,Wandsworth,utla,2021-01-09,777.1
E09000033,Westminster,utla,2021-01-09,597.4
E10000034,Worcestershire,utla,2021-01-09,567.3
S12000013,Na h-Eileanan Siar,utla,2021-01-09,18.7
S12000029,South Lanarkshire,utla,2021-01-09,331.0
S12000045,East Dunbartonshire,utla,2021-01-09,307.4
W06000023,Powys,utla,2021-01-09,209.9
E06000003,Redcar and Cleveland,utla,2021-01-08,480.5
E06000014,York,utla,2021-01-08,670.9
E06000050,Cheshire West and Chester,utla,2021-01-08,577.1
E08000001,Bolton,utla,2021-01-08,393.0
E08000016,Barnsley,utla,2021-01-08,260.1
E08000031,Wolverhampton,utla,2021-01-08,1067.0
E08000032,Bradford,utla,2021-01-08,301.2
E09000018,Hounslow,utla,2021-01-08,1182.2
E09000032,Wandsworth,utla,2021-01-08,816.9
E09000033,Westminster,utla,2021-01-08,612.3
E10000034,Worcestershire,utla,2021-01-08,589.0
S12000013,Na h-Eileanan Siar,utla,2021-01-08,18.7
S12000029,South Lanarkshire,utla,2021-01-08,339.7
S12000045,East Dunbartonshire,utla,2021-01-08,321.2
W06000023,Powys,utla,2021-01-08,219.7
E06000003,Redcar and Cleveland,utla,2021-01-07,474.7
E06000014,York,utla,2021-01-07,637.6
E06000050,Cheshire West and Chester,utla,2021-01-07,557.0
E08000001,Bolton,utla,2021-01-07,375.9
E08000016,Barnsley,utla,2021-01-07,267.4
E08000031,Wolverhampton,utla,2021-01-07,1018.0
E08000032,Bradford,utla,2021-01-07,295.9
E09000018,Hounslow,utla,2021-01-07,1150.2
E09000032,Wandsworth,utla,2021-01-07,767.1
E09000033,Westminster,utla,2021-01-07,586.3
E10000034,Worcestershire,utla,2021-01-07,551.7
S12000013,Na h-Eileanan Siar,utla,2021-01-07,18.7
S12000029,South Lanarkshire,utla,2021-01-07,325.4
S12000045,East Dunbartonshire,utla,2021-01-07,302.8
W06000023,Powys,utla,2021-01-07,207.6
E06000003,Redcar and Cleveland,utla,2021-01-06,449.9
E06000014,York,utla,2021-01-06,627.2
E06000050,Cheshire West and Chester,utla,2021-01-06,569.0
E08000001,Bolton,utla,2021-01-06,350.5
E08000016,Barnsley,utla,2021-01-06,271.0
E08000031,Wolverhampton,utla,2021-01-06,1044.6
E08000032,Bradford,utla,2021-01-06,284.9
E09000018,Hounslow,utla,2021-01-06,1149.4
E09000032,Wandsworth,utla,2021-01-06,763.2
E09000033,Westminster,utla,2021-01-06,578.6
E10000034,Worcestershire,utla,2021-01-06,535.8
S12000013,Na h-Eileanan Siar,utla,2021-01-06,18.7
S12000029,South Lanarkshire,utla,2021-01-06,325.4
S12000045,East Dunbartonshire,utla,2021-01-06,286.3
W06000023,Powys,utla,2021-01-06,229.5
E06000003,Redcar and Cleveland,utla,2021-01-05,457.2
E06000014,York,utla,2021-01-05,619.6
E06000050,Cheshire West and Chester,utla,2021-01-05,592.6
E08000001,Bolton,utla,2021-01-05,358.9
E08000016,Barnsley,utla,2021-01-05,277.9
E08000031,Wolverhampton,utla,2021-01-05,1020.7
E08000032,Bradford,utla,2021-01-05,283.1
E09000018,Hounslow,utla,2021-01-05,1199.2
E09000032,Wandsworth,utla,2021-01-05,812.3
E09000033,Westminster,utla,2021-01-05,611.1
E10000034,Worcestershire,utla,2021-01-05,534.1
S12000013,Na h-Eileanan Siar,utla,2021-01-05,41.2
S12000029,South Lanarkshire,utla,2021-01-05,310.4
S12000045,East Dunbartonshire,utla,2021-01-05,283.5
W06000023,Powys,utla,2021-01-05,243.1
E06000003,Redcar and Cleveland,utla,2021-01-04,476.1
E06000014,York,utla,2021-01-04,628.2
E06000050,Cheshire West and Chester,utla,2021-01-04,626.1
E08000001,Bolton,utla,2021-01-04,348.1
E08000016,Barnsley,utla,2021-01-04,288.8
E08000031,Wolverhampton,utla,2021-01-04,1032.1
E08000032,Bradford,utla,2021-01-04,286.8
E09000018,Hounslow,utla,2021-01-04,1219.0
E09000032,Wandsworth,utla,2021-01-04,849.6
E09000033,Westminster,utla,2021-01-04,619.6
E10000034,Worcestershire,utla,2021-01-04,535.6
S12000013,Na h-Eileanan Siar,utla,2021-01-04,48.7
S12000029,South Lanarkshire,utla,2021-01-04,306.1
S12000045,East Dunbartonshire,utla,2021-01-04,307.4
W06000023,Powys,utla,2021-01-04,241.6
E06000003,Redcar and Cleveland,utla,2021-01-03,423.6
E06000014,York,utla,2021-01-03,575.4
E06000050,Cheshire West and Chester,utla,2021-01-03,597.5
E08000001,Bolton,utla,2021-01-03,308.5
E08000016,Barnsley,utla,2021-01-03,279.5
E08000031,Wolverhampton,utla,2021-01-03,930.3
E08000032,Bradford,utla,2021-01-03,263.8
E09000018,Hounslow,utla,2021-01-03,1142.8
E09000032,Wandsworth,utla,2021-01-03,799.6
E09000033,Westminster,utla,2021-01-03,581.7
E10000034,Worcestershire,utla,2021-01-03,463.8
S12000013,Na h-Eileanan Siar,utla,2021-01-03,48.7
S12000029,South Lanarkshire,utla,2021-01-03,293.3
S12000045,East Dunbartonshire,utla,2021-01-03,289.9
W06000023,Powys,utla,2021-01-03,229.5
E06000003,Redcar and Cleveland,utla,2021-01-02,386.4
E06000014,York,utla,2021-01-02,533.7
E06000050,Cheshire West and Chester,utla,2021-01-02,569.9
E08000001,Bolton,utla,2021-01-02,282.4
E08000016,Barnsley,utla,2021-01-02,287.6
E08000031,Wolverhampton,utla,2021-01-02,879.8
E08000032,Bradford,utla,2021-01-02,252.3
E09000018,Hounslow,utla,2021-01-02,1112.2
E09000032,Wandsworth,utla,2021-01-02,795.6
E09000033,Westminster,utla,2021-01-02,592.4
E10000034,Worcestershire,utla,2021-01-02,437.2
S12000013,Na h-Eileanan Siar,utla,2021-01-02,48.7
S12000029,South Lanarkshire,utla,2021-01-02,273.0
S12000045,East Dunbartonshire,utla,2021-01-02,274.3
W06000023,Powys,utla,2021-01-02,231.1
E06000003,Redcar and Cleveland,utla,2021-01-01,355.1
E06000014,York,utla,2021-01-01,498.1
E06000050,Cheshire West and Chester,utla,2021-01-01,510.7
E08000001,Bolton,utla,2021-01-01,261.5
E08000016,Barnsley,utla,2021-01-01,288.8
E08000031,Wolverhampton,utla,2021-01-01,775.4
E08000032,Bradford,utla,2021-01-01,232.9
E09000018,Hounslow,utla,2021-01-01,1093.8
E09000032,Wandsworth,utla,2021-01-01,781.1
E09000033,Westminster,utla,2021-01-01,580.5
E10000034,Worcestershire,utla,2021-01-01,394.6
S12000013,Na h-Eileanan Siar,utla,2021-01-01,48.7
S12000029,South Lanarkshire,utla,2021-01-01,251.1
S12000045,East Dunbartonshire,utla,2021-01-01,247.6
W06000023,Powys,utla,2021-01-01,220.5
E06000003,Redcar and Cleveland,utla,2020-12-31,333.2
E06000014,York,utla,2020-12-31,466.2
E06000050,Cheshire West and Chester,utla,2020-12-31,481.2
E08000001,Bolton,utla,2020-12-31,251.1
E08000016,Barnsley,utla,2020-12-31,274.6
E08000031,Wolverhampton,utla,2020-12-31,730.2
E08000032,Bradford,utla,2020-12-31,219.9
E09000018,Hounslow,utla,2020-12-31,1047.4
E09000032,Wandsworth,utla,2020-12-31,764.4
E09000033,Westminster,utla,2020-12-31,568.3
E10000034,Worcestershire,utla,2020-12-31,361.0
S12000013,Na h-Eileanan Siar,utla,2020-12-31,48.7
S12000029,South Lanarkshire,utla,2020-12-31,242.1
S12000045,East Dunbartonshire,utla,2020-12-31,232.0
W06000023,Powys,utla,2020-12-31,205.4
E06000003,Redcar and Cleveland,utla,2020-12-30,304.0
E06000014,York,utla,2020-12-30,430.6
E06000050,Cheshire West and Chester,utla,2020-12-30,439.3
E08000001,Bolton,utla,2020-12-30,240.3
E08000016,Barnsley,utla,2020-12-30,261.3
E08000031,Wolverhampton,utla,2020-12-30,637.5
E08000032,Bradford,utla,2020-12-30,208.0
E09000018,Hounslow,utla,2020-12-30,1030.5
E09000032,Wandsworth,utla,2020-12-30,756.8
E09000033,Westminster,utla,2020-12-30,561.0
E10000034,Worcestershire,utla,2020-12-30,324.9
S12000013,Na h-Eileanan Siar,utla,2020-12-30,52.4
S12000029,South Lanarkshire,utla,2020-12-30,228.7
S12000045,East Dunbartonshire,utla,2020-12-30,208.9
W06000023,Powys,utla,2020-12-30,176.7
E06000003,Redcar and Cleveland,utla,2020-12-29,257.4
E06000014,York,utla,2020-12-29,381.3
E06000050,Cheshire West and Chester,utla,2020-12-29,399.0
E08000001,Bolton,utla,2020-12-29,209.7
E08000016,Barnsley,utla,2020-12-29,236.6
E08000031,Wolverhampton,utla,2020-12-29,571.1
E08000032,Bradford,utla,2020-12-29,199.0
E09000018,Hounslow,utla,2020-12-29,912.6
E09000032,Wandsworth,utla,2020-12-29,727.1
E09000033,Westminster,utla,2020-12-29,523.9
E10000034,Worcestershire,utla,2020-12-29,289.0
S12000013,Na h-Eileanan Siar,utla,2020-12-29,18.7
S12000029,South Lanarkshire,utla,2020-12-29,210.3
S12000045,East Dunbartonshire,utla,2020-12-29,188.7
W06000023,Powys,utla,2020-12-29,163.1
E06000003,Redcar and Cleveland,utla,2020-12-28,196.9
E06000014,York,utla,2020-12-28,322.4
E06000050,Cheshire West and Chester,utla,2020-12-28,320.9
E08000001,Bolton,utla,2020-12-28,178.4
E08000016,Barnsley,utla,2020-12-28,227.7
E08000031,Wolverhampton,utla,2020-12-28,494.0
E08000032,Bradford,utla,2020-12-28,180.4
E09000018,Hounslow,utla,2020-12-28,848.2
E09000032,Wandsworth,utla,2020-12-28,700.4
E09000033,Westminster,utla,2020-12-28,504.8
E10000034,Worcestershire,utla,2020-12-28,238.5
S12000013,Na h-Eileanan Siar,utla,2020-12-28,7.5
S12000029,South Lanarkshire,utla,2020-12-28,189.1
S12000045,East Dunbartonshire,utla,2020-12-28,152.8
W06000023,Powys,utla,2020-12-28,151.0
E06000003,Redcar and Cleveland,utla,2020-12-27,173.5
E06000014,York,utla,2020-12-27,297.7
E06000050,Cheshire West and Chester,utla,2020-12-27,306.1
E08000001,Bolton,utla,2020-12-27,178.1
E08000016,Barnsley,utla,2020-12-27,224.8
E08000031,Wolverhampton,utla,2020-12-27,490.2
E08000032,Bradford,utla,2020-12-27,186.6
E09000018,Hounslow,utla,2020-12-27,854.8
E09000032,Wandsworth,utla,2020-12-27,729.8
E09000033,Westminster,utla,2020-12-27,529.6
E10000034,Worcestershire,utla,2020-12-27,235.3
S12000013,Na h-Eileanan Siar,utla,2020-12-27,7.5
S12000029,South Lanarkshire,utla,2020-12-27,184.1
S12000045,East Dunbartonshire,utla,2020-12-27,139.0
W06000023,Powys,utla,2020-12-27,151.8
E06000003,Redcar and Cleveland,utla,2020-12-26,144.4
E06000014,York,utla,2020-12-26,266.8
E06000050,Cheshire West and Chester,utla,2020-12-26,272.5
E08000001,Bolton,utla,2020-12-26,173.5
E08000016,Barnsley,utla,2020-12-26,211.0
E08000031,Wolverhampton,utla,2020-12-26,440.1
E08000032,Bradford,utla,2020-12-26,176.0
E09000018,Hounslow,utla,2020-12-26,806.2
E09000032,Wandsworth,utla,2020-12-26,718.0
E09000033,Westminster,utla,2020-12-26,507.4
E10000034,Worcestershire,utla,2020-12-26,216.9
S12000013,Na h-Eileanan Siar,utla,2020-12-26,7.5
S12000029,South Lanarkshire,utla,2020-12-26,171.9
S12000045,East Dunbartonshire,utla,2020-12-26,130.7
W06000023,Powys,utla,2020-12-26,145.0
E06000003,Redcar and Cleveland,utla,2020-12-25,129.1
E06000014,York,utla,2020-12-25,236.9
E06000050,Cheshire West and Chester,utla,2020-12-25,255.6
E08000001,Bolton,utla,2020-12-25,156.8
E08000016,Barnsley,utla,2020-12-25,189.6
E08000031,Wolverhampton,utla,2020-12-25,418.4
E08000032,Bradford,utla,2020-12-25,169.9
E09000018,Hounslow,utla,2020-12-25,712.3
E09000032,Wandsworth,utla,2020-12-25,688.6
E09000033,Westminster,utla,2020-12-25,490.2
E10000034,Worcestershire,utla,2020-12-25,202.3
S12000013,Na h-Eileanan Siar,utla,2020-12-25,7.5
S12000029,South Lanarkshire,utla,2020-12-25,168.5
S12000045,East Dunbartonshire,utla,2020-12-25,125.2
W06000023,Powys,utla,2020-12-25,141.2
E06000003,Redcar and Cleveland,utla,2020-12-24,135.6
E06000014,York,utla,2020-12-24,240.7
E06000050,Cheshire West and Chester,utla,2020-12-24,272.8
E08000001,Bolton,utla,2020-12-24,167.3
E08000016,Barnsley,utla,2020-12-24,203.8
E08000031,Wolverhampton,utla,2020-12-24,436.3
E08000032,Bradford,utla,2020-12-24,188.0
E09000018,Hounslow,utla,2020-12-24,755.7
E09000032,Wandsworth,utla,2020-12-24,797.8
E09000033,Westminster,utla,2020-12-24,549.5
E10000034,Worcestershire,utla,2020-12-24,219.5
S12000013,Na h-Eileanan Siar,utla,2020-12-24,15.0
S12000029,South Lanarkshire,utla,2020-12-24,172.2
S12000045,East Dunbartonshire,utla,2020-12-24,131.6
W06000023,Powys,utla,2020-12-24,159.3
E06000003,Redcar and Cleveland,utla,2020-12-23,138.5
E06000014,York,utla,2020-12-23,217.9
E06000050,Cheshire West and Chester,utla,2020-12-23,261.2
E08000001,Bolton,utla,2020-12-23,164.8
E08000016,Barnsley,utla,2020-12-23,207.4
E08000031,Wolverhampton,utla,2020-12-23,423.4
E08000032,Bradford,utla,2020-12-23,191.4
E09000018,Hounslow,utla,2020-12-23,717.4
E09000032,Wandsworth,utla,2020-12-23,825.0
E09000033,Westminster,utla,2020-12-23,548.0
E10000034,Worcestershire,utla,2020-12-23,222.9
S12000013,Na h-Eileanan Siar,utla,2020-12-23,7.5
S12000029,South Lanarkshire,utla,2020-12-23,163.5
S12000045,East Dunbartonshire,utla,2020-12-23,127.0
W06000023,Powys,utla,2020-12-23,179.0
E06000003,Redcar and Cleveland,utla,2020-12-22,129.1
E06000014,York,utla,2020-12-22,195.6
E06000050,Cheshire West and Chester,utla,2020-12-22,244.3
E08000001,Bolton,utla,2020-12-22,159.6
E08000016,Barnsley,utla,2020-12-22,205.0
E08000031,Wolverhampton,utla,2020-12-22,393.0
E08000032,Bradford,utla,2020-12-22,179.1
E09000018,Hounslow,utla,2020-12-22,717.8
E09000032,Wandsworth,utla,2020-12-22,796.8
E09000033,Westminster,utla,2020-12-22,518.5
E10000034,Worcestershire,utla,2020-12-22,206.3
S12000013,Na h-Eileanan Siar,utla,2020-12-22,7.5
S12000029,South Lanarkshire,utla,2020-12-22,159.7
S12000045,East Dunbartonshire,utla,2020-12-22,116.0
W06000023,Powys,utla,2020-12-22,182.0
E06000003,Redcar and Cleveland,utla,2020-12-21,127.6
E06000014,York,utla,2020-12-21,170.0
E06000050,Cheshire West and Chester,utla,2020-12-21,230.6
E08000001,Bolton,utla,2020-12-21,153.0
E08000016,Barnsley,utla,2020-12-21,198.1
E08000031,Wolverhampton,utla,2020-12-21,355.8
E08000032,Bradford,utla,2020-12-21,166.4
E09000018,Hounslow,utla,2020-12-21,636.4
E09000032,Wandsworth,utla,2020-12-21,754.7
E09000033,Westminster,utla,2020-12-21,491.7
E10000034,Worcestershire,utla,2020-12-21,189.0
S12000013,Na h-Eileanan Siar,utla,2020-12-21,11.2
S12000029,South Lanarkshire,utla,2020-12-21,146.9
S12000045,East Dunbartonshire,utla,2020-12-21,101.3
W06000023,Powys,utla,2020-12-21,180.5
E06000003,Redcar and Cleveland,utla,2020-12-20,132.7
E06000014,York,utla,2020-12-20,143.4
E06000050,Cheshire West and Chester,utla,2020-12-20,221.2
E08000001,Bolton,utla,2020-12-20,155.8
E08000016,Barnsley,utla,2020-12-20,187.6
E08000031,Wolverhampton,utla,2020-12-20,331.9
E08000032,Bradford,utla,2020-12-20,162.7
E09000018,Hounslow,utla,2020-12-20,580.8
E09000032,Wandsworth,utla,2020-12-20,694.3
E09000033,Westminster,utla,2020-12-20,443.5
E10000034,Worcestershire,utla,2020-12-20,177.2
S12000013,Na h-Eileanan Siar,utla,2020-12-20,15.0
S12000029,South Lanarkshire,utla,2020-12-20,136.0
S12000045,East Dunbartonshire,utla,2020-12-20,100.3
W06000023,Powys,utla,2020-12-20,211.4
E06000003,Redcar and Cleveland,utla,2020-12-19,138.5
E06000014,York,utla,2020-12-19,125.8
E06000050,Cheshire West and Chester,utla,2020-12-19,216.0
E08000001,Bolton,utla,2020-12-19,157.2
E08000016,Barnsley,utla,2020-12-19,186.3
E08000031,Wolverhampton,utla,2020-12-19,319.0
E08000032,Bradford,utla,2020-12-19,165.1
E09000018,Hounslow,utla,2020-12-19,522.6
E09000032,Wandsworth,utla,2020-12-19,650.3
E09000033,Westminster,utla,2020-12-19,415.2
E10000034,Worcestershire,utla,2020-12-19,162.0
S12000013,Na h-Eileanan Siar,utla,2020-12-19,22.5
S12000029,South Lanarkshire,utla,2020-12-19,131.0
S12000045,East Dunbartonshire,utla,2020-12-19,98.5
W06000023,Powys,utla,2020-12-19,225.0
E06000003,Redcar and Cleveland,utla,2020-12-18,143.6
E06000014,York,utla,2020-12-18,114.9
E06000050,Cheshire West and Chester,utla,2020-12-18,213.1
E08000001,Bolton,utla,2020-12-18,155.5
E08000016,Barnsley,utla,2020-12-18,181.1
E08000031,Wolverhampton,utla,2020-12-18,308.3
E08000032,Bradford,utla,2020-12-18,166.0
E09000018,Hounslow,utla,2020-12-18,503.5
E09000032,Wandsworth,utla,2020-12-18,619.4
E09000033,Westminster,utla,2020-12-18,386.5
E10000034,Worcestershire,utla,2020-12-18,163.1
S12000013,Na h-Eileanan Siar,utla,2020-12-18,22.5
S12000029,South Lanarkshire,utla,2020-12-18,125.7
S12000045,East Dunbartonshire,utla,2020-12-18,91.1
W06000023,Powys,utla,2020-12-18,231.1
E06000003,Redcar and Cleveland,utla,2020-12-17,145.1
E06000014,York,utla,2020-12-17,104.0
E06000050,Cheshire West and Chester,utla,2020-12-17,205.2
E08000001,Bolton,utla,2020-12-17,150.6
E08000016,Barnsley,utla,2020-12-17,182.3
E08000031,Wolverhampton,utla,2020-12-17,311.4
E08000032,Bradford,utla,2020-12-17,164.5
E09000018,Hounslow,utla,2020-12-17,457.8
E09000032,Wandsworth,utla,2020-12-17,527.5
E09000033,Westminster,utla,2020-12-17,332.5
E10000034,Worcestershire,utla,2020-12-17,153.6
S12000013,Na h-Eileanan Siar,utla,2020-12-17,15.0
S12000029,South Lanarkshire,utla,2020-12-17,127.9
S12000045,East Dunbartonshire,utla,2020-12-17,92.0
W06000023,Powys,utla,2020-12-17,230.3
E06000003,Redcar and Cleveland,utla,2020-12-16,137.8
E06000014,York,utla,2020-12-16,94.5
E06000050,Cheshire West and Chester,utla,2020-12-16,195.9
E08000001,Bolton,utla,2020-12-16,151.6
E08000016,Barnsley,utla,2020-12-16,173.0
E08000031,Wolverhampton,utla,2020-12-16,305.7
E08000032,Bradford,utla,2020-12-16,171.9
E09000018,Hounslow,utla,2020-12-16,411.4
E09000032,Wandsworth,utla,2020-12-16,451.4
E09000033,Westminster,utla,2020-12-16,293.1
E10000034,Worcestershire,utla,2020-12-16,152.1
S12000013,Na h-Eileanan Siar,utla,2020-12-16,15.0
S12000029,South Lanarkshire,utla,2020-12-16,131.0
S12000045,East Dunbartonshire,utla,2020-12-16,93.9
W06000023,Powys,utla,2020-12-16,228.8
E06000003,Redcar and Cleveland,utla,2020-12-15,140.7
E06000014,York,utla,2020-12-15,86.4
E06000050,Cheshire West and Chester,utla,2020-12-15,175.5
E08000001,Bolton,utla,2020-12-15,154.4
E08000016,Barnsley,utla,2020-12-15,173.0
E08000031,Wolverhampton,utla,2020-12-15,294.3
E08000032,Bradford,utla,2020-12-15,172.8
E09000018,Hounslow,utla,2020-12-15,356.1
E09000032,Wandsworth,utla,2020-12-15,393.7
E09000033,Westminster,utla,2020-12-15,261.4
E10000034,Worcestershire,utla,2020-12-15,140.8
S12000013,Na h-Eileanan Siar,utla,2020-12-15,22.5
S12000029,South Lanarkshire,utla,2020-12-15,125.4
S12000045,East Dunbartonshire,utla,2020-12-15,98.5
W06000023,Powys,utla,2020-12-15,220.5
E06000003,Redcar and Cleveland,utla,2020-12-14,140.7
E06000014,York,utla,2020-12-14,70.3
E06000050,Cheshire West and Chester,utla,2020-12-14,161.2
E08000001,Bolton,utla,2020-12-14,158.6
E08000016,Barnsley,utla,2020-12-14,169.3
E08000031,Wolverhampton,utla,2020-12-14,290.9
E08000032,Bradford,utla,2020-12-14,181.4
E09000018,Hounslow,utla,2020-12-14,324.5
E09000032,Wandsworth,utla,2020-12-14,332.7
E09000033,Westminster,utla,2020-12-14,212.0
E10000034,Worcestershire,utla,2020-12-14,138.3
S12000013,Na h-Eileanan Siar,utla,2020-12-14,26.2
S12000029,South Lanarkshire,utla,2020-12-14,124.5
S12000045,East Dunbartonshire,utla,2020-12-14,106.8
W06000023,Powys,utla,2020-12-14,223.5
E06000003,Redcar and Cleveland,utla,2020-12-13,142.2
E06000014,York,utla,2020-12-13,69.3
E06000050,Cheshire West and Chester,utla,2020-12-13,142.5
E08000001,Bolton,utla,2020-12-13,149.2
E08000016,Barnsley,utla,2020-12-13,163.2
E08000031,Wolverhampton,utla,2020-12-13,279.1
E08000032,Bradford,utla,2020-12-13,179.1
E09000018,Hounslow,utla,2020-12-13,285.8
E09000032,Wandsworth,utla,2020-12-13,287.9
E09000033,Westminster,utla,2020-12-13,189.4
E10000034,Worcestershire,utla,2020-12-13,128.7
S12000013,Na h-Eileanan Siar,utla,2020-12-13,22.5
S12000029,South Lanarkshire,utla,2020-12-13,123.9
