areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate
E06000046,Isle of Wight,utla,2020-10-15,14.8
E06000052,Cornwall and Isles of Scilly,utla,2020-10-15,24.0
E08000010,Wigan,utla,2020-10-15,445.4
E09000006,Bromley,utla,2020-10-15,80.3
E09000015,Harrow,utla,2020-10-15,107.9
E09000023,Lewisham,utla,2020-10-15,80.4
E10000030,Surrey,utla,2020-10-15,76.2
N09000007,Lisburn and Castlereagh,utla,2020-10-15,321.9
S12000023,Orkney Islands,utla,2020-10-15,13.5
S12000041,Angus,utla,2020-10-15,62.0
W06000001,Isle of Anglesey,utla,2020-10-15,64.2
W06000003,Conwy,utla,2020-10-15,128.0
E06000001,Hartlepool,utla,2020-10-14,351.3
E06000010,"Kingston upon Hull, City of",utla,2020-10-14,122.0
E06000017,Rutland,utla,2020-10-14,102.7
E06000046,Isle of Wight,utla,2020-10-14,19.0
E06000052,Cornwall and Isles of Scilly,utla,2020-10-14,26.4
E08000010,Wigan,utla,2020-10-14,451.2
E09000006,Bromley,utla,2020-10-14,78.5
E09000015,Harrow,utla,2020-10-14,109.1
E09000023,Lewisham,utla,2020-10-14,83.0
E10000030,Surrey,utla,2020-10-14,74.3
N09000007,Lisburn and Castlereagh,utla,2020-10-14,290.4
S12000023,Orkney Islands,utla,2020-10-14,4.5
S12000041,Angus,utla,2020-10-14,56.8
W06000001,Isle of Anglesey,utla,2020-10-14,64.2
W06000003,Conwy,utla,2020-10-14,142.5
E06000001,Hartlepool,utla,2020-10-13,344.9
E06000010,"Kingston upon Hull, City of",utla,2020-10-13,117.0
E06000017,Rutland,utla,2020-10-13,95.2
E06000046,Isle of Wight,utla,2020-10-13,21.9
E06000052,Cornwall and Isles of Scilly,utla,2020-10-13,28.3
E08000010,Wigan,utla,2020-10-13,434.8
E09000006,Bromley,utla,2020-10-13,67.7
E09000015,Harrow,utla,2020-10-13,115.5
E09000023,Lewisham,utla,2020-10-13,79.5
E10000030,Surrey,utla,2020-10-13,74.2
N09000007,Lisburn and Castlereagh,utla,2020-10-13,279.4
S12000023,Orkney Islands,utla,2020-10-13,4.5
S12000041,Angus,utla,2020-10-13,57.7
W06000001,Isle of Anglesey,utla,2020-10-13,77.1
W06000003,Conwy,utla,2020-10-13,148.5
E06000001,Hartlepool,utla,2020-10-12,305.4
E06000010,"Kingston upon Hull, City of",utla,2020-10-12,107.4
E06000017,Rutland,utla,2020-10-12,100.2
E06000046,Isle of Wight,utla,2020-10-12,19.8
E06000052,Cornwall and Isles of Scilly,utla,2020-10-12,26.8
E08000010,Wigan,utla,2020-10-12,425.7
E09000006,Bromley,utla,2020-10-12,68.0
E09000015,Harrow,utla,2020-10-12,98.3
E09000023,Lewisham,utla,2020-10-12,82.7
E10000030,Surrey,utla,2020-10-12,70.6
N09000007,Lisburn and Castlereagh,utla,2020-10-12,267.8
S12000023,Orkney Islands,utla,2020-10-12,4.5
S12000041,Angus,utla,2020-10-12,51.6
W06000001,Isle of Anglesey,utla,2020-10-12,68.5
W06000003,Conwy,utla,2020-10-12,158.7
E06000001,Hartlepool,utla,2020-10-11,265.8
E06000010,"Kingston upon Hull, City of",utla,2020-10-11,103.2
E06000017,Rutland,utla,2020-10-11,110.2
E06000046,Isle of Wight,utla,2020-10-11,17.6
E06000052,Cornwall and Isles of Scilly,utla,2020-10-11,28.5
E08000010,Wigan,utla,2020-10-11,403.8
E09000006,Bromley,utla,2020-10-11,63.5
E09000015,Harrow,utla,2020-10-11,100.3
E09000023,Lewisham,utla,2020-10-11,75.2
E10000030,Surrey,utla,2020-10-11,69.2
N09000007,Lisburn and Castlereagh,utla,2020-10-11,239.7
S12000023,Orkney Islands,utla,2020-10-11,4.5
S12000041,Angus,utla,2020-10-11,41.3
W06000001,Isle of Anglesey,utla,2020-10-11,61.4
W06000003,Conwy,utla,2020-10-11,145.0
E06000001,Hartlepool,utla,2020-10-10,276.5
E06000010,"Kingston upon Hull, City of",utla,2020-10-10,100.1
E06000017,Rutland,utla,2020-10-10,125.2
E06000046,Isle of Wight,utla,2020-10-10,17.6
E06000052,Cornwall and Isles of Scilly,utla,2020-10-10,30.8
E08000010,Wigan,utla,2020-10-10,395.8
E09000006,Bromley,utla,2020-10-10,65.3
E09000015,Harrow,utla,2020-10-10,103.1
E09000023,Lewisham,utla,2020-10-10,78.1
E10000030,Surrey,utla,2020-10-10,70.2
N09000007,Lisburn and Castlereagh,utla,2020-10-10,216.4
S12000023,Orkney Islands,utla,2020-10-10,4.5
S12000041,Angus,utla,2020-10-10,35.3
W06000001,Isle of Anglesey,utla,2020-10-10,58.5
W06000003,Conwy,utla,2020-10-10,135.7
E06000001,Hartlepool,utla,2020-10-09,265.8
E06000010,"Kingston upon Hull, City of",utla,2020-10-09,92.8
E06000017,Rutland,utla,2020-10-09,125.2
E06000046,Isle of Wight,utla,2020-10-09,19.0
E06000052,Cornwall and Isles of Scilly,utla,2020-10-09,29.2
E08000010,Wigan,utla,2020-10-09,384.0
E09000006,Bromley,utla,2020-10-09,64.7
E09000015,Harrow,utla,2020-10-09,106.3
E09000023,Lewisham,utla,2020-10-09,77.8
E10000030,Surrey,utla,2020-10-09,70.2
N09000007,Lisburn and Castlereagh,utla,2020-10-09,195.2
S12000023,Orkney Islands,utla,2020-10-09,4.5
S12000041,Angus,utla,2020-10-09,34.4
W06000001,Isle of Anglesey,utla,2020-10-09,60.0
W06000003,Conwy,utla,2020-10-09,129.7
E06000001,Hartlepool,utla,2020-10-08,264.8
E06000010,"Kingston upon Hull, City of",utla,2020-10-08,95.9
E06000017,Rutland,utla,2020-10-08,110.2
E06000046,Isle of Wight,utla,2020-10-08,21.9
E06000052,Cornwall and Isles of Scilly,utla,2020-10-08,28.9
E08000010,Wigan,utla,2020-10-08,371.2
E09000006,Bromley,utla,2020-10-08,60.2
E09000015,Harrow,utla,2020-10-08,103.1
E09000023,Lewisham,utla,2020-10-08,72.3
E10000030,Surrey,utla,2020-10-08,71.1
N09000007,Lisburn and Castlereagh,utla,2020-10-08,182.2
S12000023,Orkney Islands,utla,2020-10-08,0.0
S12000041,Angus,utla,2020-10-08,31.0
W06000001,Isle of Anglesey,utla,2020-10-08,57.1
W06000003,Conwy,utla,2020-10-08,116.9
E06000001,Hartlepool,utla,2020-10-07,258.4
E06000010,"Kingston upon Hull, City of",utla,2020-10-07,100.1
E06000017,Rutland,utla,2020-10-07,80.1
E06000046,Isle of Wight,utla,2020-10-07,14.8
E06000052,Cornwall and Isles of Scilly,utla,2020-10-07,26.9
E08000010,Wigan,utla,2020-10-07,344.7
E09000006,Bromley,utla,2020-10-07,58.4
E09000015,Harrow,utla,2020-10-07,100.3
E09000023,Lewisham,utla,2020-10-07,72.3
E10000030,Surrey,utla,2020-10-07,69.5
N09000007,Lisburn and Castlereagh,utla,2020-10-07,176.0
S12000023,Orkney Islands,utla,2020-10-07,0.0
S12000041,Angus,utla,2020-10-07,31.0
W06000001,Isle of Anglesey,utla,2020-10-07,54.3
W06000003,Conwy,utla,2020-10-07,103.2
E06000001,Hartlepool,utla,2020-10-06,243.4
E06000010,"Kingston upon Hull, City of",utla,2020-10-06,102.8
E06000017,Rutland,utla,2020-10-06,80.1
E06000046,Isle of Wight,utla,2020-10-06,11.3
E06000052,Cornwall and Isles of Scilly,utla,2020-10-06,25.2
E08000010,Wigan,utla,2020-10-06,323.1
E09000006,Bromley,utla,2020-10-06,59.9
E09000015,Harrow,utla,2020-10-06,90.8
E09000023,Lewisham,utla,2020-10-06,68.7
E10000030,Surrey,utla,2020-10-06,62.3
N09000007,Lisburn and Castlereagh,utla,2020-10-06,162.3
S12000023,Orkney Islands,utla,2020-10-06,0.0
S12000041,Angus,utla,2020-10-06,28.4
W06000001,Isle of Anglesey,utla,2020-10-06,28.6
W06000003,Conwy,utla,2020-10-06,90.4
E06000001,Hartlepool,utla,2020-10-05,244.5
E06000010,"Kingston upon Hull, City of",utla,2020-10-05,99.7
E06000017,Rutland,utla,2020-10-05,60.1
E06000046,Isle of Wight,utla,2020-10-05,9.9
E06000052,Cornwall and Isles of Scilly,utla,2020-10-05,24.8
E08000010,Wigan,utla,2020-10-05,293.3
E09000006,Bromley,utla,2020-10-05,53.0
E09000015,Harrow,utla,2020-10-05,89.2
E09000023,Lewisham,utla,2020-10-05,61.1
E10000030,Surrey,utla,2020-10-05,59.3
N09000007,Lisburn and Castlereagh,utla,2020-10-05,145.9
S12000023,Orkney Islands,utla,2020-10-05,0.0
S12000041,Angus,utla,2020-10-05,30.1
W06000001,Isle of Anglesey,utla,2020-10-05,22.8
W06000003,Conwy,utla,2020-10-05,67.4
E06000001,Hartlepool,utla,2020-10-04,234.9
E06000010,"Kingston upon Hull, City of",utla,2020-10-04,91.6
E06000017,Rutland,utla,2020-10-04,52.6
E06000046,Isle of Wight,utla,2020-10-04,10.6
E06000052,Cornwall and Isles of Scilly,utla,2020-10-04,22.2
E08000010,Wigan,utla,2020-10-04,263.2
E09000006,Bromley,utla,2020-10-04,48.7
E09000015,Harrow,utla,2020-10-04,80.8
E09000023,Lewisham,utla,2020-10-04,60.2
E10000030,Surrey,utla,2020-10-04,53.6
N09000007,Lisburn and Castlereagh,utla,2020-10-04,127.4
S12000023,Orkney Islands,utla,2020-10-04,0.0
S12000041,Angus,utla,2020-10-04,28.4
W06000001,Isle of Anglesey,utla,2020-10-04,25.7
W06000003,Conwy,utla,2020-10-04,70.0
E06000001,Hartlepool,utla,2020-10-03,230.6
E06000010,"Kingston upon Hull, City of",utla,2020-10-03,92.4
E06000017,Rutland,utla,2020-10-03,30.1
E06000046,Isle of Wight,utla,2020-10-03,10.6
E06000052,Cornwall and Isles of Scilly,utla,2020-10-03,19.9
E08000010,Wigan,utla,2020-10-03,243.1
E09000006,Bromley,utla,2020-10-03,40.6
E09000015,Harrow,utla,2020-10-03,76.0
E09000023,Lewisham,utla,2020-10-03,58.9
E10000030,Surrey,utla,2020-10-03,48.5
N09000007,Lisburn and Castlereagh,utla,2020-10-03,113.7
S12000023,Orkney Islands,utla,2020-10-03,0.0
S12000041,Angus,utla,2020-10-03,25.8
W06000001,Isle of Anglesey,utla,2020-10-03,21.4
W06000003,Conwy,utla,2020-10-03,68.3
E06000001,Hartlepool,utla,2020-10-02,218.9
E06000010,"Kingston upon Hull, City of",utla,2020-10-02,85.8
E06000017,Rutland,utla,2020-10-02,27.6
E06000046,Isle of Wight,utla,2020-10-02,7.8
E06000052,Cornwall and Isles of Scilly,utla,2020-10-02,22.0
E08000010,Wigan,utla,2020-10-02,222.7
E09000006,Bromley,utla,2020-10-02,36.1
E09000015,Harrow,utla,2020-10-02,70.1
E09000023,Lewisham,utla,2020-10-02,56.2
E10000030,Surrey,utla,2020-10-02,43.8
N09000007,Lisburn and Castlereagh,utla,2020-10-02,101.4
S12000023,Orkney Islands,utla,2020-10-02,0.0
S12000041,Angus,utla,2020-10-02,24.1
W06000001,Isle of Anglesey,utla,2020-10-02,18.6
W06000003,Conwy,utla,2020-10-02,65.7
E06000001,Hartlepool,utla,2020-10-01,193.2
E06000010,"Kingston upon Hull, City of",utla,2020-10-01,72.0
E06000017,Rutland,utla,2020-10-01,32.6
E06000046,Isle of Wight,utla,2020-10-01,6.3
E06000052,Cornwall and Isles of Scilly,utla,2020-10-01,28.3
E08000010,Wigan,utla,2020-10-01,202.0
E09000006,Bromley,utla,2020-10-01,34.0
E09000015,Harrow,utla,2020-10-01,60.5
E09000023,Lewisham,utla,2020-10-01,52.6
E10000030,Surrey,utla,2020-10-01,35.7
N09000007,Lisburn and Castlereagh,utla,2020-10-01,87.0
S12000023,Orkney Islands,utla,2020-10-01,9.0
S12000041,Angus,utla,2020-10-01,21.5
W06000001,Isle of Anglesey,utla,2020-10-01,15.7
W06000003,Conwy,utla,2020-10-01,65.7
E06000001,Hartlepool,utla,2020-09-30,180.4
E06000010,"Kingston upon Hull, City of",utla,2020-09-30,61.6
E06000017,Rutland,utla,2020-09-30,40.1
E06000046,Isle of Wight,utla,2020-09-30,6.3
E06000052,Cornwall and Isles of Scilly,utla,2020-09-30,35.0
E08000010,Wigan,utla,2020-09-30,189.6
E09000006,Bromley,utla,2020-09-30,30.7
E09000015,Harrow,utla,2020-09-30,55.7
E09000023,Lewisham,utla,2020-09-30,46.4
E10000030,Surrey,utla,2020-09-30,29.7
N09000007,Lisburn and Castlereagh,utla,2020-09-30,77.4
S12000023,Orkney Islands,utla,2020-09-30,13.5
S12000041,Angus,utla,2020-09-30,21.5
W06000001,Isle of Anglesey,utla,2020-09-30,11.4
W06000003,Conwy,utla,2020-09-30,60.6
E06000001,Hartlepool,utla,2020-09-29,162.3
E06000010,"Kingston upon Hull, City of",utla,2020-09-29,42.0
E06000017,Rutland,utla,2020-09-29,35.1
E06000046,Isle of Wight,utla,2020-09-29,7.8
E06000052,Cornwall and Isles of Scilly,utla,2020-09-29,36.4
E08000010,Wigan,utla,2020-09-29,184.4
E09000006,Bromley,utla,2020-09-29,27.4
E09000015,Harrow,utla,2020-09-29,51.8
E09000023,Lewisham,utla,2020-09-29,42.2
E10000030,Surrey,utla,2020-09-29,25.7
N09000007,Lisburn and Castlereagh,utla,2020-09-29,56.8
S12000023,Orkney Islands,utla,2020-09-29,13.5
S12000041,Angus,utla,2020-09-29,20.7
W06000001,Isle of Anglesey,utla,2020-09-29,14.3
W06000003,Conwy,utla,2020-09-29,55.5
E06000001,Hartlepool,utla,2020-09-28,153.7
E06000010,"Kingston upon Hull, City of",utla,2020-09-28,35.8
E06000017,Rutland,utla,2020-09-28,30.1
E06000046,Isle of Wight,utla,2020-09-28,8.5
E06000052,Cornwall and Isles of Scilly,utla,2020-09-28,37.4
E08000010,Wigan,utla,2020-09-28,174.0
E09000006,Bromley,utla,2020-09-28,24.7
E09000015,Harrow,utla,2020-09-28,50.6
E09000023,Lewisham,utla,2020-09-28,39.9
E10000030,Surrey,utla,2020-09-28,24.7
N09000007,Lisburn and Castlereagh,utla,2020-09-28,50.7
S12000023,Orkney Islands,utla,2020-09-28,18.0
S12000041,Angus,utla,2020-09-28,16.4
W06000001,Isle of Anglesey,utla,2020-09-28,14.3
W06000003,Conwy,utla,2020-09-28,53.8
E06000001,Hartlepool,utla,2020-09-27,135.6
E06000010,"Kingston upon Hull, City of",utla,2020-09-27,33.1
E06000017,Rutland,utla,2020-09-27,22.5
E06000046,Isle of Wight,utla,2020-09-27,7.1
E06000052,Cornwall and Isles of Scilly,utla,2020-09-27,40.0
E08000010,Wigan,utla,2020-09-27,156.4
E09000006,Bromley,utla,2020-09-27,24.1
E09000015,Harrow,utla,2020-09-27,42.6
E09000023,Lewisham,utla,2020-09-27,35.0
E10000030,Surrey,utla,2020-09-27,22.3
N09000007,Lisburn and Castlereagh,utla,2020-09-27,47.3
S12000023,Orkney Islands,utla,2020-09-27,18.0
S12000041,Angus,utla,2020-09-27,16.4
W06000001,Isle of Anglesey,utla,2020-09-27,10.0
W06000003,Conwy,utla,2020-09-27,48.6
E06000001,Hartlepool,utla,2020-09-26,127.1
E06000010,"Kingston upon Hull, City of",utla,2020-09-26,28.5
E06000017,Rutland,utla,2020-09-26,22.5
E06000046,Isle of Wight,utla,2020-09-26,7.1
E06000052,Cornwall and Isles of Scilly,utla,2020-09-26,40.2
E08000010,Wigan,utla,2020-09-26,153.7
E09000006,Bromley,utla,2020-09-26,24.4
E09000015,Harrow,utla,2020-09-26,41.0
E09000023,Lewisham,utla,2020-09-26,31.7
E10000030,Surrey,utla,2020-09-26,22.2
N09000007,Lisburn and Castlereagh,utla,2020-09-26,41.8
S12000023,Orkney Islands,utla,2020-09-26,18.0
S12000041,Angus,utla,2020-09-26,18.1
W06000001,Isle of Anglesey,utla,2020-09-26,15.7
W06000003,Conwy,utla,2020-09-26,46.1
E06000001,Hartlepool,utla,2020-09-25,120.6
E06000010,"Kingston upon Hull, City of",utla,2020-09-25,28.1
E06000017,Rutland,utla,2020-09-25,17.5
E06000046,Isle of Wight,utla,2020-09-25,8.5
E06000052,Cornwall and Isles of Scilly,utla,2020-09-25,43.7
E08000010,Wigan,utla,2020-09-25,149.7
E09000006,Bromley,utla,2020-09-25,23.8
E09000015,Harrow,utla,2020-09-25,39.8
E09000023,Lewisham,utla,2020-09-25,29.4
E10000030,Surrey,utla,2020-09-25,20.9
N09000007,Lisburn and Castlereagh,utla,2020-09-25,40.4
S12000023,Orkney Islands,utla,2020-09-25,18.0
S12000041,Angus,utla,2020-09-25,17.2
W06000001,Isle of Anglesey,utla,2020-09-25,20.0
W06000003,Conwy,utla,2020-09-25,46.1
E06000001,Hartlepool,utla,2020-09-24,121.7
E06000010,"Kingston upon Hull, City of",utla,2020-09-24,23.9
E06000017,Rutland,utla,2020-09-24,12.5
E06000046,Isle of Wight,utla,2020-09-24,7.1
E06000052,Cornwall and Isles of Scilly,utla,2020-09-24,37.4
E08000010,Wigan,utla,2020-09-24,149.4
E09000006,Bromley,utla,2020-09-24,24.1
E09000015,Harrow,utla,2020-09-24,38.6
E09000023,Lewisham,utla,2020-09-24,25.8
E10000030,Surrey,utla,2020-09-24,20.7
N09000007,Lisburn and Castlereagh,utla,2020-09-24,40.4
S12000023,Orkney Islands,utla,2020-09-24,9.0
S12000041,Angus,utla,2020-09-24,17.2
W06000001,Isle of Anglesey,utla,2020-09-24,22.8
W06000003,Conwy,utla,2020-09-24,41.8
E06000001,Hartlepool,utla,2020-09-23,106.8
E06000010,"Kingston upon Hull, City of",utla,2020-09-23,20.8
E06000017,Rutland,utla,2020-09-23,5.0
E06000046,Isle of Wight,utla,2020-09-23,7.8
E06000052,Cornwall and Isles of Scilly,utla,2020-09-23,30.6
E08000010,Wigan,utla,2020-09-23,141.5
E09000006,Bromley,utla,2020-09-23,22.9
E09000015,Harrow,utla,2020-09-23,35.4
E09000023,Lewisham,utla,2020-09-23,23.2
E10000030,Surrey,utla,2020-09-23,19.2
N09000007,Lisburn and Castlereagh,utla,2020-09-23,39.7
S12000023,Orkney Islands,utla,2020-09-23,4.5
S12000041,Angus,utla,2020-09-23,12.9
W06000001,Isle of Anglesey,utla,2020-09-23,24.3
W06000003,Conwy,utla,2020-09-23,41.0
E06000001,Hartlepool,utla,2020-09-22,104.6
E06000010,"Kingston upon Hull, City of",utla,2020-09-22,19.2
E06000017,Rutland,utla,2020-09-22,10.0
E06000046,Isle of Wight,utla,2020-09-22,5.6
E06000052,Cornwall and Isles of Scilly,utla,2020-09-22,26.2
E08000010,Wigan,utla,2020-09-22,129.9
E09000006,Bromley,utla,2020-09-22,17.8
E09000015,Harrow,utla,2020-09-22,31.9
E09000023,Lewisham,utla,2020-09-22,21.6
E10000030,Surrey,utla,2020-09-22,18.3
N09000007,Lisburn and Castlereagh,utla,2020-09-22,48.6
S12000023,Orkney Islands,utla,2020-09-22,13.5
S12000041,Angus,utla,2020-09-22,9.5
W06000001,Isle of Anglesey,utla,2020-09-22,27.1
W06000003,Conwy,utla,2020-09-22,41.0
E06000001,Hartlepool,utla,2020-09-21,90.8
E06000010,"Kingston upon Hull, City of",utla,2020-09-21,16.2
E06000017,Rutland,utla,2020-09-21,10.0
E06000046,Isle of Wight,utla,2020-09-21,4.9
E06000052,Cornwall and Isles of Scilly,utla,2020-09-21,22.2
E08000010,Wigan,utla,2020-09-21,118.1
E09000006,Bromley,utla,2020-09-21,15.9
E09000015,Harrow,utla,2020-09-21,25.9
E09000023,Lewisham,utla,2020-09-21,21.9
E10000030,Surrey,utla,2020-09-21,15.5
N09000007,Lisburn and Castlereagh,utla,2020-09-21,43.8
S12000023,Orkney Islands,utla,2020-09-21,9.0
S12000041,Angus,utla,2020-09-21,9.5
W06000001,Isle of Anglesey,utla,2020-09-21,30.0
W06000003,Conwy,utla,2020-09-21,34.1
E06000001,Hartlepool,utla,2020-09-20,80.1
E06000010,"Kingston upon Hull, City of",utla,2020-09-20,13.1
E06000017,Rutland,utla,2020-09-20,12.5
E06000046,Isle of Wight,utla,2020-09-20,3.5
E06000052,Cornwall and Isles of Scilly,utla,2020-09-20,18.0
E08000010,Wigan,utla,2020-09-20,122.0
E09000006,Bromley,utla,2020-09-20,15.9
E09000015,Harrow,utla,2020-09-20,28.3
E09000023,Lewisham,utla,2020-09-20,21.6
E10000030,Surrey,utla,2020-09-20,14.0
N09000007,Lisburn and Castlereagh,utla,2020-09-20,50.0
S12000023,Orkney Islands,utla,2020-09-20,9.0
S12000041,Angus,utla,2020-09-20,7.7
W06000001,Isle of Anglesey,utla,2020-09-20,35.7
W06000003,Conwy,utla,2020-09-20,32.4
E06000001,Hartlepool,utla,2020-09-19,57.7
E06000010,"Kingston upon Hull, City of",utla,2020-09-19,11.9
E06000017,Rutland,utla,2020-09-19,12.5
E06000046,Isle of Wight,utla,2020-09-19,3.5
E06000052,Cornwall and Isles of Scilly,utla,2020-09-19,19.6
E08000010,Wigan,utla,2020-09-19,110.1
E09000006,Bromley,utla,2020-09-19,15.3
E09000015,Harrow,utla,2020-09-19,25.1
E09000023,Lewisham,utla,2020-09-19,19.3
E10000030,Surrey,utla,2020-09-19,12.9
N09000007,Lisburn and Castlereagh,utla,2020-09-19,49.3
S12000023,Orkney Islands,utla,2020-09-19,9.0
S12000041,Angus,utla,2020-09-19,6.0
W06000001,Isle of Anglesey,utla,2020-09-19,31.4
W06000003,Conwy,utla,2020-09-19,30.7
E06000001,Hartlepool,utla,2020-09-18,53.4
E06000010,"Kingston upon Hull, City of",utla,2020-09-18,10.4
E06000017,Rutland,utla,2020-09-18,10.0
E06000046,Isle of Wight,utla,2020-09-18,2.8
E06000052,Cornwall and Isles of Scilly,utla,2020-09-18,14.2
E08000010,Wigan,utla,2020-09-18,102.2
E09000006,Bromley,utla,2020-09-18,13.5
E09000015,Harrow,utla,2020-09-18,22.3
E09000023,Lewisham,utla,2020-09-18,18.3
E10000030,Surrey,utla,2020-09-18,12.8
N09000007,Lisburn and Castlereagh,utla,2020-09-18,48.6
S12000023,Orkney Islands,utla,2020-09-18,9.0
S12000041,Angus,utla,2020-09-18,6.0
W06000001,Isle of Anglesey,utla,2020-09-18,27.1
W06000003,Conwy,utla,2020-09-18,25.6
E06000001,Hartlepool,utla,2020-09-17,44.8
E06000010,"Kingston upon Hull, City of",utla,2020-09-17,8.5
E06000017,Rutland,utla,2020-09-17,10.0
E06000046,Isle of Wight,utla,2020-09-17,4.2
E06000052,Cornwall and Isles of Scilly,utla,2020-09-17,11.7
E08000010,Wigan,utla,2020-09-17,90.4
E09000006,Bromley,utla,2020-09-17,11.4
E09000015,Harrow,utla,2020-09-17,21.1
E09000023,Lewisham,utla,2020-09-17,18.6
E10000030,Surrey,utla,2020-09-17,12.0
N09000007,Lisburn and Castlereagh,utla,2020-09-17,50.0
S12000023,Orkney Islands,utla,2020-09-17,9.0
S12000041,Angus,utla,2020-09-17,3.4
W06000001,Isle of Anglesey,utla,2020-09-17,21.4
W06000003,Conwy,utla,2020-09-17,24.7
E06000001,Hartlepool,utla,2020-09-16,49.1
E06000010,"Kingston upon Hull, City of",utla,2020-09-16,5.8
E06000017,Rutland,utla,2020-09-16,12.5
E06000046,Isle of Wight,utla,2020-09-16,3.5
E06000052,Cornwall and Isles of Scilly,utla,2020-09-16,10.3
E08000010,Wigan,utla,2020-09-16,77.9
E09000006,Bromley,utla,2020-09-16,13.5
E09000015,Harrow,utla,2020-09-16,18.3
E09000023,Lewisham,utla,2020-09-16,17.7
E10000030,Surrey,utla,2020-09-16,12.6
N09000007,Lisburn and Castlereagh,utla,2020-09-16,46.6
S12000023,Orkney Islands,utla,2020-09-16,9.0
S12000041,Angus,utla,2020-09-16,3.4
W06000001,Isle of Anglesey,utla,2020-09-16,24.3
W06000003,Conwy,utla,2020-09-16,25.6
E06000001,Hartlepool,utla,2020-09-15,45.9
E06000010,"Kingston upon Hull, City of",utla,2020-09-15,5.4
E06000017,Rutland,utla,2020-09-15,7.5
E06000046,Isle of Wight,utla,2020-09-15,4.2
E06000052,Cornwall and Isles of Scilly,utla,2020-09-15,9.8
E08000010,Wigan,utla,2020-09-15,65.7
E09000006,Bromley,utla,2020-09-15,14.4
E09000015,Harrow,utla,2020-09-15,20.3
E09000023,Lewisham,utla,2020-09-15,16.7
E10000030,Surrey,utla,2020-09-15,13.3
N09000007,Lisburn and Castlereagh,utla,2020-09-15,39.7
S12000023,Orkney Islands,utla,2020-09-15,0.0
S12000041,Angus,utla,2020-09-15,1.7
W06000001,Isle of Anglesey,utla,2020-09-15,18.6
W06000003,Conwy,utla,2020-09-15,27.3
E06000001,Hartlepool,utla,2020-09-14,49.1
E06000010,"Kingston upon Hull, City of",utla,2020-09-14,6.5
E06000017,Rutland,utla,2020-09-14,7.5
E06000046,Isle of Wight,utla,2020-09-14,4.2
E06000052,Cornwall and Isles of Scilly,utla,2020-09-14,9.6
E08000010,Wigan,utla,2020-09-14,60.2
E09000006,Bromley,utla,2020-09-14,17.2
E09000015,Harrow,utla,2020-09-14,22.7
E09000023,Lewisham,utla,2020-09-14,18.0
E10000030,Surrey,utla,2020-09-14,15.1
N09000007,Lisburn and Castlereagh,utla,2020-09-14,43.8
S12000023,Orkney Islands,utla,2020-09-14,0.0
S12000041,Angus,utla,2020-09-14,3.4
W06000001,Isle of Anglesey,utla,2020-09-14,22.8
W06000003,Conwy,utla,2020-09-14,30.7
E06000001,Hartlepool,utla,2020-09-13,57.7
E06000010,"Kingston upon Hull, City of",utla,2020-09-13,10.4
E06000017,Rutland,utla,2020-09-13,10.0
E06000046,Isle of Wight,utla,2020-09-13,4.9
E06000052,Cornwall and Isles of Scilly,utla,2020-09-13,8.9
E08000010,Wigan,utla,2020-09-13,48.1
E09000006,Bromley,utla,2020-09-13,16.5
E09000015,Harrow,utla,2020-09-13,24.7
E09000023,Lewisham,utla,2020-09-13,18.0
E10000030,Surrey,utla,2020-09-13,17.5
N09000007,Lisburn and Castlereagh,utla,2020-09-13,40.4
S12000023,Orkney Islands,utla,2020-09-13,0.0
S12000041,Angus,utla,2020-09-13,3.4
W06000001,Isle of Anglesey,utla,2020-09-13,21.4
W06000003,Conwy,utla,2020-09-13,30.7
E06000001,Hartlepool,utla,2020-09-12,58.7
E06000010,"Kingston upon Hull, City of",utla,2020-09-12,11.9
E06000017,Rutland,utla,2020-09-12,10.0
E06000046,Isle of Wight,utla,2020-09-12,4.9
E06000052,Cornwall and Isles of Scilly,utla,2020-09-12,6.6
E08000010,Wigan,utla,2020-09-12,48.4
E09000006,Bromley,utla,2020-09-12,15.9
E09000015,Harrow,utla,2020-09-12,25.5
E09000023,Lewisham,utla,2020-09-12,18.3
E10000030,Surrey,utla,2020-09-12,18.6
N09000007,Lisburn and Castlereagh,utla,2020-09-12,48.6
S12000023,Orkney Islands,utla,2020-09-12,0.0
S12000041,Angus,utla,2020-09-12,4.3
W06000001,Isle of Anglesey,utla,2020-09-12,20.0
W06000003,Conwy,utla,2020-09-12,30.7
E06000001,Hartlepool,utla,2020-09-11,53.4
E06000010,"Kingston upon Hull, City of",utla,2020-09-11,11.5
E06000017,Rutland,utla,2020-09-11,10.0
E06000046,Isle of Wight,utla,2020-09-11,4.9
E06000052,Cornwall and Isles of Scilly,utla,2020-09-11,5.1
E08000010,Wigan,utla,2020-09-11,50.8
E09000006,Bromley,utla,2020-09-11,18.7
E09000015,Harrow,utla,2020-09-11,27.9
E09000023,Lewisham,utla,2020-09-11,18.0
E10000030,Surrey,utla,2020-09-11,18.7
N09000007,Lisburn and Castlereagh,utla,2020-09-11,47.3
S12000023,Orkney Islands,utla,2020-09-11,0.0
S12000041,Angus,utla,2020-09-11,4.3
W06000001,Isle of Anglesey,utla,2020-09-11,18.6
W06000003,Conwy,utla,2020-09-11,29.9
E06000001,Hartlepool,utla,2020-09-10,59.8
